id,text,type
LE0108T23,"Bought/ordered goods/services via the Internet by type of good/service, sex and study domain. Year 2018 - 2019",t
LE0108T24,"Bought/ordered goods/services via the Internet by geographical area, sex and study domain. Year 2018 - 2019",t
LE0108T28,"Identification procedure when using the internet by identification procedure, sex and study domain. Year 2018",t
LE0108T43,Downloaded or streamed products bought/ordered via the Internet. Year 2019,t
LE0108T44,Problems encountered when buying/ordering goods/services via the Internet. Year 2019,t
LE0108T29,Security and trust in using the Internet by sex and study domain. Year 2018,t
LE0108T48,Make back-up copies of files on external storage device or to cloud service for private purpose. Year 2019,t
LE0108T46,Security related problems through using the Internet. Year 2019,t
LE0108T14,"Access to the Internet by type of device, sex and study domain. Year 2018",t
LE0108T15,"Access to the Internet away from home or work by type of device, sex and study domain. Year 2018 - 2019",t
LE0108T40,"Learning activities by ICT training field, sex and study domain. Year 2018",t
ME0002KnP01,Governing parties by municipality. Term of office 2002-2006 - 2018-2022,t
ME0002LanP01,Governing parties by region. Term of office 2006-2010 - 2018-2022,t
ME0104T4,"Voting rates in elections to the Riksdag, County Councils and Municipal Councils by region. Year of election 1973 - 2022",t
ME0104T5,Voting rates in regional council elections. Year of election 1973 - 2022,t
Riksdagsmandat,Election to the Riksdag - seats won by region and party. Year of election 1973 - 2022,t
RiksdagsvalRostb7698,Election to the Riksdag - those entitled to vote by region. Year of election 1973 - 2022,t
ME0104T24,"Election to the Riksdag - personal votes by constituency, party and sex. Number and percent. Year of election 2002 - 2022",t
ME0104T3,Election to the Riksdag - results by region and party etc. Number and percent. Year of election 1973 - 2022,t
ME0104T20,Election to the Riksdag - those entitled to vote among Swedish citizens registered in Sweden and Swedish citizens residing abroad by sex. Number and percent. Year of election 2002 - 2022,t
ME0104T21,Election to the Riksdag - those entitled to vote among Swedish citizens registered in Sweden and Swedish citizens residing abroad by sex and age/first-time voters. Number and percent. Year of election 2002 - 2022,t
ME0104T22,Election to the Riksdag - those entitled to vote among Swedish citizens registered in Sweden by sex and region of birth. Number and percent. Year of election 2002 - 2022,t
ME0104T23,Election to the Riksdag - those entitled to vote among Swedish citizens registered in Sweden by sex and foreign/Swedish background. Number and percent. Year of election 2002 - 2022,t
Ltmandat,Elections to regional councils - seats won by region and party. Year of election 1973 - 2022,t
Landstingsmed,Elections to the regional councils - those entitled to vote by region and citizenship. Year of election 1973 - 2022,t
ME0104T26,"Elections to the regional councils - personal votes by county council, party and sex. Number and percent. Year of election 2002 - 2022",t
ME0104T2,Elections to the regional councils - results by region and party etc. Number and percent. Year of election 1973 - 2022,t
ME0104T16,Elections to the regional councils - those entitled to vote by sex and country of citizenship. Number and percent. Year of election 2002 - 2022,t
ME0104T13,"Elections to the regional councils - those entitled to vote by region, Swedish/foreign citizenship and sex. Number and percent. Year of election 2002 - 2022",t
ME0104T14,"Elections to the regional council - those entitled to vote by region, Swedish/foreign citizenship, sex and age/first-time voters. Number and percent. Year of election 2002 - 2022",t
ME0104T15,"Elections to the regional councils - those entitled to vote by region, Swedish/foreign citizenship, sex and born in Sweden/foreign born. Number and percent. Year of election 2002 - 2022",t
ME0104T17,"Elections to the County Councils - those entitled to vote by Swedish/foreign citizenship, sex and region of birth. Number and percent. Year of election 2002 - 2022",t
ME0104T18,"Elections to the County Councils - those entitled to vote by Swedish/foreign citizenship, sex and foreign/Swedish background. Number and percent. Year of election 2002 - 2022",t
ME0104T19,"Elections to the County Councils - those entitled to vote by Swedish/foreign citizenship, sex and level of education. Number and percent. Year of election 2002 - 2022",t
Kfmandat,Elections to the Municipal Councils - seats won by region and party. Year of election 1973 - 2022,t
Kommunmed,Elections to the Municipal Councils - those entitled to vote by region and citizenship. Year of election 1973 - 2022,t
ME0104T25,"Elections to the Municipal Councils - personal votes by region, party and sex. Number and percent. Year of election 2002 - 2022",t
ME0104T1,Elections to the Municipal Councils - results by region and party etc. Number and percent. Year of election 1973 - 2022,t
ME0104T9,Elections to the Municipal Councils - those entitled to vote by sex and country of citizenship. Number and percent. Year of election  2002 - 2022,t
ME0104T6,"Elections to the Municipal Councils - those entitled to vote by municipality, Swedish/foreign citizenship and sex. Number and percent. Year of election 2002 - 2018",t
ME0104T7,"Elections to the Municipal Councils - those entitled to vote by municipality, Swedish/foreign citizenship, sex and age/first-time voters. Number and percent. Year of election  2002 - 2022",t
ME0104T8,"Elections to the Municipal Councils - those entitled to vote by municipality, Swedish/foreign citizenship, sex and born in Sweden/foreign born. Number and percent. Year of election  2002 - 2022",t
ME0104T10,"Elections to the Municipal Councils - those entitled to vote by Swedish/foreign citizenship, sex and region of birth. Number and percent. Year of election  2002 - 2022",t
ME0104T11,"Elections to the Municipal Councils - those entitled to vote by Swedish/foreign citizenship, sex and foreign/Swedish background. Number and percent. Year of election 2002 - 2022",t
ME0104T12,"Elections to the Municipal Councils - those entitled to vote by Swedish/foreign citizenship, sex and level of education. Number and percent. Year of election 2002 - 2022",t
ME0105T01,Election to the Riksdag. Voting rates among all those entitled to vote by sex and age (Survey). Election year 2002 - 2014,t
ME0105T02,Election to the Riksdag. Voting rates among Swedish citizens registered in Sweden by sex and age (Survey). Election year 2002 - 2014,t
ME0105T03,Election to the Riksdag. Voting rates among Swedish citizens residing abroad by sex and age (survey). Election year 2002 - 2014,t
ME0105T28,"Participation in elections to the Riksdag by region, sex and background variables. Number of persons entitled to vote and voting rates. Election year 2018 - 2022",t
ME0105T04,"Election to the Riksdag. Voting rates among Swedish citizens registered in Sweden by region, sex and age (survey). Election year 2002 - 2014",t
ME0105T05,"Election to the Riksdag. Voting rates among Swedish citizens registered in Sweden by country of birth, sex and age (survey). Election year 2002 - 2014",t
ME0105T06,Election to the Riksdag. Voting rates among Swedish citizens registered in Sweden by region of birth and sex (Survey). Election year 2002 - 2014,t
ME0105T07,Election to the Riksdag. Voting rates among Swedish citizens registered in Sweden by foreign/Swedish background and sex (survey). Election year 2002 - 2014,t
ME0105T08,"Election to the Riksdag. Voting rates among Swedish citizens registered in Sweden by civil status, sex and age (survey). Election year 2002 - 2014",t
ME0105T09,"Election to the Riksdag. Voting rates among Swedish citizens registered in Sweden by income, sex and age (survey). Election year 2002 - 2014",t
ME0105T10,"Election to the Riksdag. Voting rates among Swedish citizens registered in Sweden, 18-74 years by level of educational attainment, sex and age (survey). Election year 2002 - 2014",t
ME0105T11,"Election to the Riksdag. Voting rates among Swedish citizens registered in Sweden, 18-64 years by civil status, labour force status and sex(survey). Election year 2002 - 2014",t
ME0105T12,"Election to the Riksdag. Voting rates among employed Swedish citizens registered in Sweden, 18-64 years by occupation and sex (survey). Election year 2002 - 2014",t
ME0105T13,"Election to the Riksdag. Voting rates among employed Swedish citizens registered in Sweden, 18-64 years by socio economic group, sex and age (survey). Election year 2002 - 2014",t
ME0105T14,"Election to the Riksdag. Voting rates among Swedish citizens registered in Sweden, 18-64 years, employees by sector of employment, sex and age (survey). Election year 2002 - 2014",t
ME0105T15,"Election to the Riksdag. Voting rates among Swedish citizens registered in Sweden, 18-64 years, employees and unemployed by trade union, sex and age (survey). Election year 2002 - 2014",t
